Timestamp,X,Y,Z
2569-08-21 12:24:37.625,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.628,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.628,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.630,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.630,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.633,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.633,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.633,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.636,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.636,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.650,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.650,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.653,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.653,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.655,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.655,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.655,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.670,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.670,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.674,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.674,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.674,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.676,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.676,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.679,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.679,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.681,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.681,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.691,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.691,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.694,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.694,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.694,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.696,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.696,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.699,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.699,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.700,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.700,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.715,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.715,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.719,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.719,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.719,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.721,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.721,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.724,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.724,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.726,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.726,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.736,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.736,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.737,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.739,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.739,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.742,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.742,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.745,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.745,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.747,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.747,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.760,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.760,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.763,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.764,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.764,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.767,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.767,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.769,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.769,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.771,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.771,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.774,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.781,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.781,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.783,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.783,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.786,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.786,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.788,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.788,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.791,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.791,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.793,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.805,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.805,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.808,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.809,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.811,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.811,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.813,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.813,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.813,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.816,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.816,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.826,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.826,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.829,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.829,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.831,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.831,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.833,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.834,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.834,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.836,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.836,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.851,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.851,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.854,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.854,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.854,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.856,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.856,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.859,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.859,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.861,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.861,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.871,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.871,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.873,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.874,0.01373913,0.6437669,0.3391948
2569-08-21 12:24:37.874,0.01373913,0.6437669,0.3391948
2569-08-21 12:24:37.876,0.01382908,0.6437587,0.3391924
2569-08-21 12:24:37.876,0.01382908,0.6437587,0.3391924
2569-08-21 12:24:37.879,0.01391843,0.6437506,0.33919
2569-08-21 12:24:37.879,0.01391843,0.6437506,0.33919
2569-08-21 12:24:37.881,0.01401641,0.6437417,0.3391872
